,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,659900142216923.6,609589783716307.9,610115345683273.1,630156612155194.8,660585257998757.2,697060638057337.8,734274939210758.1,768515837042549.9,798564375802506.2,824724974763717.4,847813055330968.4,868652529525955.1,887912907442921.4,906168209975108.9,923917905656698.8,941650032087956.2,959812418196161.9,978821134907268.5,999033764927133.6,1020734914251722.9,1044124426082173.1,1069309655204911.0,1096307364006323.8,1125028052776246.9
1,ELPA_SUNN_out,1719323246.5433955,1601535027.9148316,1605538180.7781155,1661238332.9290116,1748514120.0759816,1861205406.7905397,1984745887.369227,2105302815.1607716,2215865442.2899475,2314898973.0458083,2403435102.7402906,2483260158.9101367,2556232412.508506,2624172628.4304094,2688915001.515037,2752331699.8355246,2816289474.549026,2882558668.391723,2952708822.038904,3028014910.0949574,3109388736.6871576,3197340732.2730913,3291974652.071529,3393013798.29288
2,ATLA_NASH_in,2276082412.166315,2066481440.6450644,2048952734.2948093,2116893586.5450594,2208458744.9754233,2298898083.586762,2379197086.5598626,2448151909.470198,2507622840.097713,2559971056.202272,2607076543.577413,2650223564.0858297,2690304607.7188954,2728045234.5044737,2764143479.4900928,2799317686.7699275,2834298776.191052,2869802487.7365227,2906503829.3168917,2945018832.8422155,2985889799.265078,3029568450.625121,3076395341.528272,3126579319.445003
3,ATLA_NASH_out,1736852867.6373317,1621684144.1551619,1604534773.2612002,1627328744.5701065,1667553036.188721,1720450000.6414752,1779680760.5274744,1839378335.8311548,1896377556.474717,1949586949.8546815,1998828900.542885,2044204628.7399678,2085929156.1552236,2124358846.4047816,2160033065.4275813,2193663581.590626,2226077118.303128,2258138351.4742465,2290676861.4404645,2324430018.583069,2360003562.2516737,2397847168.903664,2438242577.21153,2481302928.357519
4,CHIC_ECHI_in,4100967027.7783866,3743280368.6138697,3725301469.77932,3886490127.0889025,4100688515.817663,4297564315.136458,4453590093.18707,4574161071.604174,4672194036.584455,4758194899.903836,4838413895.217721,4915907935.639457,4991890253.322313,5066614486.011541,5139817993.505475,5210921344.418423,5279145028.599549,5343620664.812457,5403517118.02377,5458166472.183678,5507159785.011821,5550399367.1213665,5588102703.875484,5620763144.48384
5,CHIC_ECHI_out,3378474204.1493983,2947992054.549911,2889075080.8247447,3015197808.0786657,3211551031.375428,3406842559.0952563,3569487943.3556747,3698720462.4605894,3804657285.15014,3897494033.9441996,3984432547.145053,4069785759.639595,4155773003.5801597,4243191389.546908,4331863518.545821,4420945689.701233,4509177530.238837,4595109054.374166,4677307268.419349,4754526470.882103,4825829177.112483,4890649703.43502,4948803090.68815,5000450897.48243
6,HOUS_NASH_out,1634027363.8860805,1509409175.5767877,1504562420.4263449,1547184585.070634,1613910708.8847334,1692619379.7916162,1771853792.5801928,1844346988.4710662,1907855951.9481623,1963097497.2354996,2011756661.0540764,2055492221.971535,2095674951.438188,2133441614.1951346,2169805616.1489205,2205725722.3515077,2242118431.539988,2279836086.293904,2319632256.131992,2362128857.502041,2407790328.928681,2456906417.1089244,2509585021.838903,2565755675.4453425
7,ELPA_HOUS_in,1781592973.1120412,1662829256.1668568,1666292672.6175215,1721021608.443814,1809214078.4164295,1925236653.6951275,2053180619.0371222,2178052083.5590763,2292465712.548252,2394962085.252455,2486752520.3074937,2569757770.443589,2645902675.617052,2717029228.165924,2784974435.35188,2851611789.003453,2918813033.9214826,2988355735.801256,3061814277.40973,3140461828.61885,3225200032.9364614,3316521567.115617,3414506942.0288773,3518854525.642248
8,EASH_ECHI_in,3704607453.5621986,3239194088.6368365,3176010157.3909698,3309794128.2161326,3518299268.2618446,3725991913.1130767,3899213272.8089275,4036976591.046298,4149916180.122496,4248815877.899019,4341331866.605612,4432089541.816318,4523510681.27634,4616508572.631163,4710950161.608236,4805974146.247171,4900255209.539856,4992247461.384546,5080408958.365181,5163389106.889292,5240162865.64942,5310101996.033768,5372986773.418004,5428970890.724012
9,EASH_ECHI_out,3025910525.6797314,2766741867.4704156,2754082710.007328,2868512299.8277173,3020464873.6339006,3160430535.8563495,3271897871.1085825,3358735957.0101223,3430049694.5190187,3493163287.2580757,3552359438.921604,3609674101.9918847,3665872619.728465,3721078596.395615,3775080103.916292,3827461188.318446,3877673913.665259,3925112499.273657,3969200495.31146,4009477820.2887483,4045668539.2727065,4077718872.2757077,4105798408.920409,4130272473.521754
10,EASH_WASH_in,3637233526.041099,3325805057.549722,3308387223.0845227,3442791399.9491477,3622064427.4340563,3787179359.6523886,3918338016.3014035,4020084075.842489,4103309941.227787,4176841097.9687576,4245870366.688732,4312878564.69501,4378795780.141968,4443759434.222463,4507490777.480257,4569458858.747489,4628975160.385686,4685284879.938683,4737671202.427832,4785559404.331561,4828597562.204125,4866700496.905193,4900051831.382476,4929069592.088096
11,EASH_WASH_out,3275417959.713096,2850811523.7659864,2790867702.662399,2913033496.141014,3105305473.007599,3297300469.152509,3457607630.7156477,3585212443.2351065,3689869618.2417154,3781463575.4222884,3866978513.0715647,3950596017.961541,4034475494.7106504,4119410711.6138153,4205264225.9481344,4291261013.7302504,4376224204.815731,4458789882.591228,4537604141.864068,4611487568.765582,4679553273.447693,4741269355.297463,4796470331.807082,4845324648.531451
