,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,360838888771052.1,331801284398089.7,335296259503723.3,354485936685446.1,386123128477082.9,427792802581158.4,470750225487096.0,509579619864697.2,543510763104978.06,572947933394978.8,598488790432280.6,621785667774203.2,643613919316122.4,664385626580495.1,684862004204739.1,705447521481593.8,726467589596593.5,748170564692756.8,771036228298991.6,795177353858854.6,820682972774820.8,847587880915219.6,876059206369597.6,905951269290486.4
1,ELPA_SUNN_out,1198323910.8825943,1111471050.79279,1116508720.284279,1173342150.0162358,1271998175.0058997,1401142693.8809533,1536814667.5932007,1663202571.9371233,1774011865.9499092,1870172327.9932246,1953324323.6166036,2026322354.4633157,2091700728.216901,2152471852.902929,2210416345.473041,2267522819.151972,2325779379.1803527,2386238517.6205564,2450662028.7065253,2519995961.969794,2594790690.230186,2675510472.8340964,2762900001.1688676,2857161317.317209
2,ATLA_NASH_in,1388362270.1943715,1262847443.8763063,1265643597.2551665,1325945946.337534,1406886243.0896568,1492067610.0942092,1571821161.3687277,1644921754.9113421,1710448497.2450025,1767965987.7967603,1818382649.5138714,1864576483.3609827,1907755474.5884311,1948437457.7681043,1987184814.6925318,2025396181.3418818,2063805372.6579843,2103116474.0996134,2143555803.350014,2186005189.4806104,2230309725.123431,2277619527.3090467,2327719977.967315,2380553879.9491506
3,ATLA_NASH_out,1154910216.6428137,1084745768.2075691,1080658551.4885418,1105053652.8722055,1151899955.9731064,1214655579.3610256,1284798078.5510964,1351995627.7975812,1413833129.7861178,1468599821.77122,1517720815.3557305,1562119362.4546406,1602596833.5797493,1640085632.9760308,1675406758.7395046,1709192708.4351587,1742413053.771057,1775616938.8976576,1809396011.4234438,1844486787.0266292,1881274633.982314,1919750577.4924989,1960503329.0287137,2003185727.2709234
4,CHIC_ECHI_in,2834969614.799053,2564373079.6862555,2550773791.663157,2634684287.9710383,2760159262.882207,2883229033.094117,2988039188.4138026,3075606851.706854,3146691647.0112004,3206862010.6447787,3261022035.641462,3311043998.3831983,3357424125.853028,3401316427.998173,3442741914.912585,3482218315.2805867,3520003471.1869135,3556113010.489079,3590033797.590658,3622323677.104712,3652016124.0717444,3678770141.3128467,3702529246.8616014,3723563059.3372006
5,CHIC_ECHI_out,2427987635.3043494,2100290194.615315,2063431141.2955732,2144408989.0612404,2280304612.3211412,2430244948.459162,2559101824.146085,2661036636.435951,2745218707.3203597,2819879404.518031,2890434246.8503823,2961447659.009126,3034806906.524826,3110279347.3259816,3188222419.8295097,3267100986.129714,3346724803.92867,3424897723.5243583,3499049023.8173923,3568663799.95251,3633431319.2275176,3691862389.8344717,3743710032.874177,3788557986.5409675
6,HOUS_NASH_out,965742116.641514,888534893.5627525,888702439.9120913,930038523.253468,1002921407.0563438,1094917816.67344,1188807828.6723342,1272555907.893156,1345579385.3598175,1408754856.1802638,1463776430.6588871,1512874383.576122,1558103677.6615894,1600829395.431608,1642310617.6568415,1683182218.3245356,1724696434.0421116,1767711812.6794276,1813271708.3599033,1861809647.4172342,1913449319.5585978,1968354958.6484666,2026443847.7704198,2087446131.191091
7,ELPA_HOUS_in,1230649202.8226168,1138578970.496928,1144130971.4136229,1202374291.2156456,1309906282.078399,1448332863.5924275,1591098987.9684978,1724397211.8130636,1840260545.9697835,1940531977.755344,2027368737.4447217,2104080385.2578397,2173694192.902254,2238204073.7502503,2299628622.13928,2359657116.1059256,2420738517.410454,2483930937.69258,2550649290.101178,2622349778.40497,2700318566.5710316,2784862138.8396907,2874963506.315814,2971789901.0635424
8,EASH_ECHI_in,2653142307.552502,2298654125.54496,2260850607.920666,2343910697.087526,2488360101.24218,2647144585.4427066,2784409200.984222,2893705989.8514166,2983646088.1515994,3063526809.403914,3138627815.9798126,3213013800.932745,3290548841.867573,3370892147.012218,3454846888.182619,3540149893.230694,3625016701.5255637,3708819499.0256157,3788481252.480252,3863251680.1199923,3932703106.6566753,3995876264.817328,4051690096.722574,4100252506.0854077
9,EASH_ECHI_out,2080432205.1898565,1883712613.777993,1872684677.578191,1930217477.102546,2018357796.4563138,2104380603.7773626,2177524261.318092,2239566984.9987698,2291473293.12811,2335719417.9278593,2375106166.971841,2411065203.1595535,2444390586.3755903,2476098592.999344,2505782733.8991537,2534000925.184513,2561019137.5406947,2586868333.9445953,2611638588.6638026,2635412865.020065,2657134483.417673,2676613163.43219,2693994745.181922,2709873042.869445
10,EASH_WASH_in,2497594771.1081824,2261130175.9326987,2245169458.73804,2315444503.7958016,2421460312.0035176,2524546297.817281,2610381836.4520946,2681092761.1493015,2739640389.1206,2790864662.78795,2837379436.6874404,2880389690.0657315,2920891465.812485,2959301988.4085035,2995576659.470571,3030358566.0639396,3063338868.235689,3094991708.2084684,3125395882.2615056,3154111723.4814773,3180167919.931723,3203426007.7450204,3224226211.0760736,3242933334.9683948
11,EASH_WASH_out,2358767916.230186,2036789326.3809268,1995165966.4598024,2069986432.4806151,2202725680.8133707,2345503417.3513145,2470286220.336315,2571399617.963219,2653743700.3010035,2725858708.270245,2794167638.775773,2862532077.672322,2933105927.4744945,3005781771.6305704,3080332077.6910872,3156302521.5303636,3231964268.026545,3306505037.5720377,3377980367.004741,3444562174.7098594,3505393082.450645,3559642732.8053346,3607367356.843522,3648584068.914471
