,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,SDEV
0,ELPA_SUNN_in,0.017149569,0.017419643,0.019322101,0.021491813,0.023173969,0.024271601,0.025020149,0.025615894,0.026187915,0.026752677,0.027299691,0.027827708,0.028324327,0.028791368,0.029234528,0.029668123,0.030086495,0.030491073,0.030885737,0.03126292,0.031642354,0.032030454,0.032426448,0.032831576,0.004614855
1,ELPA_SUNN_out,17.37266235,17.89904803,19.898922,22.13488799,23.95599473,25.19653963,25.96448228,26.45352514,26.83121684,27.18071499,27.55017847,27.94692672,28.35325323,28.7661287,29.18066984,29.58236829,29.95175027,30.29110485,30.61065227,30.90897287,31.20448574,31.49922473,31.79351384,32.09608121,4.247612693
2,ATLA_NASH_in,11.95792846,12.30558688,13.70407404,15.21002572,16.44237632,17.33643524,17.95131765,18.37424645,18.69181254,18.95727774,19.2043432,19.45416825,19.70199988,19.9452699,20.17698198,20.39157637,20.58440288,20.76958899,20.9427193,21.11199001,21.27988011,21.44321833,21.60995707,21.77712744,2.877052029
3,ATLA_NASH_out,18.08638807,18.43575554,20.28424172,22.41236915,24.05079802,25.0897949,25.70000062,26.06786835,26.33296315,26.58317159,26.84592457,27.13304075,27.43388806,27.72634363,27.98783243,28.22050852,28.42150449,28.59175539,28.74653432,28.88616864,29.00372187,29.11086928,29.21992084,29.33362913,3.321565001
4,CHIC_ECHI_in,23.86033853,24.67056389,26.60141178,29.00457237,31.06629068,32.6058976,33.727466,34.59413523,35.33314728,36.02793502,36.7216123,37.43347305,38.16403234,38.90483625,39.63800465,40.36351704,41.07238112,41.76640656,42.4475503,43.1217203,43.80388523,44.49166089,45.18439246,45.89243607,6.426236903
5,CHIC_ECHI_out,11.95968099,11.60603225,12.46413842,13.70231488,14.7284952,15.47476497,16.04943573,16.54712621,17.02356321,17.51317325,18.02568594,18.55860833,19.10482838,19.66159294,20.22851971,20.80298038,21.39035927,21.99126211,22.60571385,23.24141674,23.89548533,24.56682015,25.26303764,25.97831153,4.277697502
6,HOUS_NASH_out,28.20013941,29.80124565,33.3096611,37.02903485,39.7756646,41.40385654,42.28279461,42.82983215,43.24048143,43.66926446,44.17911607,44.77566347,45.42923756,46.12051957,46.81101839,47.47675083,48.0934404,48.65153985,49.15816304,49.63338221,50.08396233,50.51424423,50.94330976,51.3788348,6.425663467
7,ELPA_HOUS_in,20.69409214,21.76788126,24.57359827,27.60340098,29.9409952,31.41399202,32.26711128,32.78787491,33.19195334,33.60523859,34.06201597,34.57673022,35.13797734,35.70821844,36.27420132,36.80704304,37.30246235,37.7456817,38.14945922,38.52968235,38.89161839,39.24500069,39.60554128,39.97555859,5.446011182
8,EASH_ECHI_in,8.867457598,7.941833374,8.146571327,8.710389739,9.192623877,9.540631927,9.839388235,10.15099607,10.49780585,10.88659611,11.32153603,11.78728627,12.27462718,12.78539785,13.30777176,13.84187215,14.40212524,14.97538299,15.56191779,16.17471407,16.8026853,17.44904501,18.11256161,18.79154417,3.344759472
9,EASH_ECHI_out,10.82747477,9.85594181,9.98488399,10.50508232,11.04645191,11.51484847,11.91003101,12.25343788,12.56285609,12.85242031,13.13409058,13.40859326,13.6886553,13.9742465,14.26528278,14.5632889,14.87200939,15.1948338,15.5259981,15.88178099,16.26086571,16.66270874,17.08900586,17.53558432,2.28846384
10,EASH_WASH_in,13.93595877,13.33126539,13.90432344,14.91701059,15.88676324,16.67018519,17.2869041,17.77101362,18.17314395,18.52590197,18.8518687,19.1709804,19.48820502,19.80207375,20.10696264,20.41431965,20.7281785,21.04981925,21.38824158,21.74463966,22.12642808,22.53307261,22.96202757,23.40965456,2.968932913
11,EASH_WASH_out,9.572884586,8.749826745,9.119638428,9.880821614,10.52668346,10.99525111,11.38935163,11.77658936,12.18781561,12.63843443,13.12843266,13.6481212,14.17500314,14.70506138,15.24114146,15.79547046,16.36270621,16.93690658,17.52829022,18.14053049,18.76754597,19.40982244,20.06765441,20.74547012,3.665185368
,,,,,,,,,,,,,,,,,,,,,,,,,AVE,3.774482935
