,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,260198821345994.72,264260490553248.25,293102860080896.0,326006651483943.7,351519648857390.3,368169911967624.0,379528545967335.75,388571486121398.3,397255246696945.5,405828816839169.3,414132076949465.56,422145997166249.6,429682568087359.56,436769696022677.06,443494046107349.4,450072840134325.0,456420806696253.0,462560097058661.44,468549357868779.44,474273851683838.0,480032759630917.3,485923258911822.5,491933740237947.3,498082692735587.06
1,ELPA_SUNN_out,953220909.6910942,915721659.6531892,985568885.7744883,1076432806.841282,1153592528.143629,1209849978.9647338,1249988087.032126,1280649249.4665923,1306758061.8793905,1330083182.7751648,1351715039.155584,1371656613.2383802,1389159006.613733,1405038815.5893614,1420024489.4046903,1433800869.9345455,1446271593.4163005,1458151198.6873004,1470011239.2606637,1481626111.7622278,1493647411.7053726,1506032323.957643,1518589833.7640743,1531638180.2290776
2,ATLA_NASH_in,998592906.4701213,940044626.1330495,1013265392.6700203,1110577145.3046389,1187821830.7661526,1242826180.2870598,1283601518.6684904,1316204963.329109,1345051564.5905995,1372118863.931365,1397887215.9728394,1423094071.7113883,1447167620.6734605,1470146812.064967,1492014468.783545,1512573075.4987936,1531977672.6756985,1551341333.0789218,1570755868.4425855,1591067140.6015036,1612451070.119464,1634387675.619359,1657104716.996778,1680203029.7743104
3,ATLA_NASH_out,936600373.3647826,882610320.0973082,924132020.2643119,988812722.4404398,1042801024.16478,1080205429.039921,1105766575.976719,1124045058.2211614,1138919275.8042624,1152630366.3685036,1165706327.0658462,1178830403.7717476,1191643313.6597402,1203580173.0118542,1214281851.140804,1224027692.9505801,1233191825.532173,1242003945.5143273,1250941347.8822968,1260008527.0017705,1268661534.4416196,1277188940.629987,1286016590.70253,1295122932.25459
4,CHIC_ECHI_in,2196677236.873045,2005237026.5368226,2094209204.0569828,2260506243.216775,2402099267.3040676,2510012122.327017,2599818994.0560503,2685346672.512588,2771761189.6433086,2859806069.7050843,2948696459.358517,3038043847.157613,3126825839.324827,3214625962.2606063,3300431335.623278,3386617732.0137496,3473115854.2191873,3560904955.6492534,3650658351.679282,3743723667.3216124,3841896745.8353863,3944526083.0974607,4050496853.0633974,4160739296.2236686
5,CHIC_ECHI_out,1861057947.1154616,1662863865.748266,1745981279.049853,1901187221.2678993,2016807780.006282,2092065616.846312,2155902249.47906,2226523837.7805386,2310374361.041945,2408631816.2156367,2518310448.7123947,2635601857.690809,2756983144.0972013,2880935696.969453,3007053648.866906,3134460880.243244,3264187059.504896,3396481419.454911,3531310843.158827,3669792097.903189,3811299183.7602067,3955346862.9888325,4103128162.631954,4253401998.0583735
6,HOUS_NASH_out,726626148.5305701,723805962.1389979,789607537.1892048,866918334.4576283,925638633.4567121,962800782.3293287,986155053.0552697,1003995179.1262821,1019700862.7585633,1035616143.1200345,1052374847.3110143,1070322062.0497353,1088342148.3316517,1106404643.6530933,1123905993.8882017,1140786862.7846425,1156766554.8700142,1172018696.9290764,1186610573.3047817,1200865053.4415314,1214953433.2035358,1228732421.11277,1242651940.7139583,1256673906.2285602
7,ELPA_HOUS_in,983756423.8613987,957741779.6679986,1031519310.1677947,1124651638.2916956,1202714897.5301185,1258169796.960881,1297350144.2096417,1327391014.3767555,1352937128.075837,1376397284.6457784,1397979911.5144122,1418002974.3205943,1436921129.0110316,1454365899.0555606,1470746507.9233158,1485613026.0519466,1499896248.587203,1513235584.532298,1526111546.694943,1539114009.7717059,1552031784.2734087,1565108225.873308,1578809635.971584,1592823049.7754018
8,EASH_ECHI_in,2040488038.2805986,1825776129.7550783,1907995453.2314363,2068781810.7302017,2191686145.9293613,2272042039.789858,2339795990.5396175,2414846428.9709144,2503833764.34758,2607054142.1770086,2723362035.2125664,2847593481.3233476,2976299145.653067,3109000952.7829366,3242809692.6564975,3378075547.221888,3517739497.6108274,3659408313.85192,3803568384.659981,3952785626.2054167,4105182949.49222,4261111965.9063354,4420466296.94864,4582920353.440038
9,EASH_ECHI_out,1627208418.8090837,1485676960.330137,1546168973.0384517,1662006593.7594628,1760643385.2384615,1836538028.5328252,1900034800.1304533,1959815344.6608975,2019870948.572917,2081018643.796816,2143033687.4477093,2204477584.5056386,2266087375.24965,2327218050.438635,2387696521.434869,2448373534.5999966,2509623527.041793,2572048252.091338,2635356769.6212387,2702096764.2876267,2772009232.9967856,2845027227.2830253,2921378984.160963,3000471552.0721016
10,EASH_WASH_in,1960422152.5494797,1792172475.8352623,1862752070.2095914,2000840935.0106592,2117841532.1651947,2205228958.821082,2278981905.4844956,2348121312.4280562,2418287779.5325327,2490369670.5760694,2563642795.8134437,2638138409.3963532,2713021074.713835,2787337905.064168,2859640182.054366,2931706885.512458,3004235858.6880155,3077631957.821836,3153283855.654225,3231737775.333785,3314097124.6941557,3400226992.0963383,3489349960.463812,3580799472.29615
11,EASH_WASH_out,1791275661.2715993,1596857120.522829,1672447892.5478625,1822205182.9540339,1934859781.2010071,2007829636.1606753,2070721971.6254609,2141504742.5462136,2226306458.343227,2325385591.96097,2435468364.2924395,2553022711.0451026,2672317848.1200366,2791736920.75974,2911611097.631238,3034114601.7801695,3158743346.3104334,3284595158.8847265,3413738809.1207266,3546998681.256053,3683226578.828791,3822662199.157341,3965049684.88351,4110774712.7328286
