,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,0.018502154415391117,0.01778042328936823,0.02078420809931343,0.024237171340286398,0.026927687482484152,0.02891957320032765,0.03053941932955373,0.03198088955093718,0.033308550876298755,0.03452576181712357,0.03562331317920295,0.03659772157645006,0.03748472857250253,0.038319216530218726,0.03909910658560055,0.03984106983660018,0.04055897588087439,0.04126057459553794,0.0419443092333407,0.04262277298446924,0.043289541206816114,0.04394114527911714,0.04459156956744952,0.04523536039248615
1,ELPA_SUNN_out,18.96412576779878,18.1779020885571,21.27525398103901,25.246741172307953,28.67918948832215,31.48719946425151,33.942798368754005,36.21065116658285,38.34614089408125,40.34099876822703,42.18338098296124,43.8865121193861,45.452345301652656,46.90650994652964,48.281162729627184,49.592373822020164,50.85781649944816,52.078993743782576,53.260830295618874,54.40764493611316,55.51671298854603,56.57401528744835,57.570550902585936,58.50230507172275
2,ATLA_NASH_in,12.437534391268489,12.22286113796218,13.975089248989471,15.936115818417997,17.461607139839362,18.587004432642342,19.505506666273025,20.306370700412582,21.038004523725302,21.734835523231165,22.37312140702681,22.941046573170798,23.459039755022605,23.919524307231715,24.34105542123983,24.73964999558832,25.108825298077264,25.46229802969809,25.80276411724109,26.13141178165452,26.451164031496585,26.76578051075336,27.072270788631734,27.376699162658657
3,ATLA_NASH_out,17.612176889502898,17.02999649787446,19.142988997021355,21.748979054978548,23.96732770104283,25.603409972974582,26.930723782709073,28.142763730849914,29.283835217505146,30.355436140153895,31.3741377180602,32.32657661106446,33.18092709700035,33.95393457792097,34.67186025520796,35.340916432320824,35.951251313730616,36.50786418033166,37.02970840163684,37.5198738221707,38.00018686112276,38.444277217176825,38.86327569914505,39.25981565412812
4,CHIC_ECHI_in,20.298558263595602,20.56870098730898,23.573516098957132,26.654821779350886,28.709873243605717,29.876010997632225,30.501843873630023,30.854060117326906,31.073607137350603,31.224632336728906,31.35358052967571,31.496693024002177,31.671081018905095,31.900430259016563,32.20189507004946,32.587047755849156,33.06266572560159,33.629016873786355,34.28120971786999,35.01207110094637,35.798834148512434,36.62991435591038,37.49262285848462,38.37227575275329
5,CHIC_ECHI_out,11.25566955912909,11.040065881006702,13.207829805217969,15.603074621060921,17.236553007706693,18.247944174204218,18.938148686872783,19.486826182215225,19.969421745361892,20.41465424717904,20.835622775786398,21.243602108866476,21.641665522597666,22.05133691139465,22.481610688493376,22.948186187500305,23.450711044655346,23.990096077615718,24.575357502445975,25.20147170504029,25.858984363996356,26.545145971171916,27.250882309642677,27.971480803904967
6,HOUS_NASH_out,27.53686856430052,27.012509242281286,31.43869638521349,36.50132688834963,40.49646950931569,43.44757132501026,45.85719305808591,47.98249757437635,49.91616956864209,51.67183401391919,53.2609661368338,54.70845018805558,56.024478030211455,57.22197242974579,58.33686149961324,59.387914139990784,60.39105593715098,61.35725312683787,62.30782156445466,63.23377308624952,64.13380844009617,65.0068161936292,65.8468175393734,66.64062797861968
7,ELPA_HOUS_in,23.03712969091999,22.43917585459007,26.328969376013717,30.999893271906927,34.91024740982312,37.979236981042106,40.563077279646414,42.87293780146131,45.00851671175831,46.96901828547421,48.74647117787322,50.35321589113617,51.79769943411009,53.10514957289918,54.32571817795993,55.47611032185565,56.575151532382286,57.6458670182802,58.68713104544582,59.70227218756022,60.68914373778946,61.63686130610976,62.54208106074029,63.389175081229496
8,EASH_ECHI_in,8.161460143020438,7.759002855132246,9.467111866709505,11.405014619919156,12.694511868898001,13.488749774243175,14.069398418410538,14.587108861549398,15.09627460318388,15.603740821523845,16.10793264151839,16.613133308890948,17.114763460846557,17.61808365130866,18.13521404579594,18.668177595147345,19.21949147771074,19.787822760631958,20.382874710584165,21.00376577473633,21.64139473609123,22.294426728477617,22.961243045729606,23.638633607389426
9,EASH_ECHI_out,9.603051594440185,8.87757829576587,10.092904704012195,11.56968842141307,12.546569637403794,13.138251335057637,13.558505270457472,13.919339172800775,14.259508148024935,14.587535119623661,14.910234809901034,15.227832524487068,15.541228733996562,15.854379481903079,16.173379787753912,16.50330972839146,16.85234974907753,17.228218565317103,17.627150483818923,18.05044624596982,18.497213965511122,18.96617175660165,19.457841214142036,19.969855926520697
10,EASH_WASH_in,12.874201418929163,12.225271438625116,13.772307634391618,15.626695141019013,16.90588304978731,17.702081448501428,18.241678353334063,18.650954774950492,18.992178847274218,19.297513459222564,19.568377857191706,19.817386044558464,20.057151836164138,20.30256474941926,20.562955694058623,20.845628383893704,21.157924382754555,21.502816589992815,21.881188056462086,22.296113416890464,22.74066062707402,23.212798477770185,23.711342885796164,24.233649758466417
11,EASH_WASH_out,9.38287853282038,9.08712843309864,10.937922656872088,12.973385384433094,14.302441039943956,15.108309287507993,15.682387706427674,16.179406455103955,16.659188687756053,17.131815328872474,17.5971450593351,18.059460618783334,18.51937506937022,18.986191623854495,19.47362189394796,19.98100841720021,20.51102708423688,21.06498572190686,21.64391548461582,22.248065999536554,22.869583922404942,23.505901197096946,24.152623681519216,24.807869425674806
