,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,412450189915253.9,388098839347894.0,390432787695162.75,400097291745282.5,411346138314189.8,425121629751817.7,442099553594157.7,459928742036419.06,477584260352919.0,494219220332977.2,509195862126626.4,522962804554976.3,535806220685066.2,547859165941087.8,559136117112712.7,569885920596454.9,580462362767139.2,590562301115042.0,599944632910282.6,608707139156889.9,616938241443886.2,624854169376295.8,632695065794210.0,640354826133842.2
1,ELPA_SUNN_out,1473097480.7693622,1403097843.155066,1408360692.4780052,1431881233.4855738,1458900712.0752027,1491577774.3481877,1532190586.9092274,1578511560.8214777,1625906404.2633896,1671650597.01948,1714396175.179581,1753338674.2176924,1789255497.0694046,1822261512.0771546,1852692304.6683197,1880590195.234419,1906535799.5809207,1930478264.657446,1952711560.4168382,1973432806.0521255,1992602010.7894511,2010937716.176446,2028765875.0202405,2046411151.3587756
2,ATLA_NASH_in,1599312261.9589694,1514192915.9685144,1511087941.0222385,1555933849.7751808,1612988799.858125,1665116390.4008498,1711110582.410282,1754107402.1969893,1795776341.6824555,1836737060.4068203,1876257570.513874,1913697925.5452247,1949154799.2265277,1982316191.6259205,2012898617.6225994,2040698726.4901612,2066228091.0144608,2089681962.0054595,2111394173.7594295,2131387697.6838784,2150106739.610098,2168140983.256569,2185907974.183778,2204098623.757891
3,ATLA_NASH_out,1349878999.6904542,1292283791.50476,1293245026.1318479,1309808531.4068334,1328048760.5157104,1351356922.5777922,1381887424.0556498,1418231350.5140104,1458079245.7584102,1497102164.3087556,1532057922.4240575,1563222121.6374595,1590970914.8275044,1615773803.6561682,1638511110.928187,1659591298.3108408,1679666128.8428009,1698580583.8715258,1716490992.7386951,1733898714.9020164,1751158021.1186523,1768596371.8132918,1786006864.5320168,1803549268.3907104
4,CHIC_ECHI_in,3144528857.1842103,2954176432.8396463,2916821891.173579,3023825724.766008,3176825207.1579175,3311552498.465768,3406457114.380334,3470755321.599787,3520129019.631506,3568966883.7743115,3624273330.162982,3687594117.871783,3759177227.6107335,3837745700.5842795,3919508329.0694404,4001441022.224064,4082221919.5742397,4160188494.923019,4234794271.002647,4306345521.921368,4375612948.01017,4443814776.41486,4510411366.44167,4576084962.322464
5,CHIC_ECHI_out,2794492982.8870826,2589091002.027559,2541870373.547475,2685158438.3391504,2890840289.280948,3069199325.799234,3189269143.0902157,3264556819.9721055,3318435854.6489472,3371810406.3491216,3435362413.3946624,3513564763.705075,3606310288.3126707,3709455116.565685,3818721296.160016,3931201550.397646,4044254028.318765,4154759923.778152,4263267703.3640113,4368283259.286189,4469404572.633036,4568164283.293707,4664744728.725746,4759287573.188464
6,HOUS_NASH_out,1070427246.6633899,1013339712.2906401,1011808838.0892688,1028285391.0633086,1050802286.1723893,1079670373.0827217,1114325240.4323266,1152066951.4204402,1189640748.3020954,1224807946.8407972,1256985498.9709733,1286272705.2492974,1313296148.9603076,1338981201.8351934,1363254171.452056,1386305964.2100112,1408049209.114462,1428083605.1480875,1446823878.2751257,1463988991.0817268,1479814760.6208572,1494870838.0722907,1509328789.363888,1523267375.8223913
7,ELPA_HOUS_in,1498844981.12484,1427863966.3526888,1434346241.4395585,1457068121.8169827,1482809284.0682466,1515219799.8871014,1554492729.3528886,1600242839.8950856,1647997685.9434085,1693249927.6671245,1735874167.8528643,1775015869.7236977,1810664538.4900937,1844239202.829198,1875632131.5178392,1904650428.8781114,1931295676.6257036,1956086885.0914798,1979366163.8581033,2000956758.166908,2020885855.4217622,2039804163.6146464,2058154209.2101233,2076237856.5510864
8,EASH_ECHI_in,3046836325.2600923,2821385481.572411,2767491015.7325544,2919950094.7004366,3137017869.6444135,3324488943.2237196,3450465643.8066435,3529610792.301357,3586710682.4744906,3642577561.98472,3709053667.4381533,3791159719.6565533,3888163108.5464444,3997252515.9378552,4113972017.580843,4233738806.7064395,4353370462.07953,4471829569.896355,4587390927.274184,4699744022.422843,4808949655.020454,4915760045.619518,5020228213.666284,5122843720.63618
9,EASH_ECHI_out,2297298573.286223,2153957101.1754956,2123182260.7661977,2197786390.363875,2307630862.2442822,2403759900.0842896,2470413918.145706,2516032995.6303954,2551294487.5358624,2585275765.886297,2624049520.6423554,2669056863.421672,2719975749.070397,2775976587.815864,2834792017.511694,2894359136.662544,2953281307.307841,3010709019.9674172,3066019091.6822343,3118994384.051235,3170244865.4357758,3220182624.0955253,3269209124.4758906,3318236925.9039183
10,EASH_WASH_in,2759534247.270595,2589125158.774292,2551728980.344099,2644506721.7668905,2780119719.151276,2896683970.809309,2974198507.288859,3024210234.6217804,3062772055.3369374,3101236928.386097,3145817532.3980618,3198980972.719034,3260001814.359113,3326989994.221774,3397453792.6740685,3468476722.384092,3537971479.892859,3605100441.209542,3669913154.659121,3732436210.2464657,3793221370.5898376,3853017698.345096,3911649350.0024385,3969765733.815037
11,EASH_WASH_out,2759514351.777259,2552134404.571444,2501865575.3348374,2637872661.3039117,2833960955.0178494,3003268391.3700595,3116702613.6014047,3187723525.7353797,3239113204.3552537,3288841246.420471,3348407689.8030925,3421742085.7400503,3508852820.104093,3606125078.831389,3709115610.620436,3814799205.265641,3920234077.949815,4024355145.88884,4126824727.0378084,4226230603.1948695,4323047236.334613,4417969318.333769,4510612082.086916,4601682639.770323
