,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,362743797793197.1,336354751732970.06,338770182857553.25,368044420002833.4,401754683248983.44,431466968233577.56,455335618202674.7,473612998209704.56,486768262493376.3,495477561412551.44,500912663077530.6,504415453043212.6,506742562998906.44,508610212189244.94,510798004771919.94,514120139303988.9,518211330782242.56,523348977038228.25,529738951075086.6,537141924028271.6,545242935349225.1,553790296057010.06,562271574982404.75,570684708325882.4
1,ELPA_SUNN_out,1202532519.7429202,1093437682.076612,1102174191.9164052,1190006276.385389,1289985809.5358422,1376035620.4611382,1443942568.5458891,1496434746.1849728,1535976487.2229311,1564646570.8136158,1584276301.4824557,1597939083.4581287,1607487610.827299,1614261976.3986416,1620049040.3259053,1625892607.5820746,1632754412.8073623,1642050978.0693135,1652873367.7938986,1665332375.6840434,1678806588.1564147,1693429139.0564299,1708462646.4363127,1723863110.384795
2,ATLA_NASH_in,1392982712.9235559,1232992364.3035052,1243744186.4923882,1331049870.055677,1432133219.1564837,1517763533.2482939,1584056133.4597383,1633365769.4244912,1668826643.775256,1694101944.602928,1712395884.9007614,1726112653.4888995,1736745556.0211403,1745646448.7305079,1753885711.6295602,1762958858.7511377,1773227417.3959,1784270972.5269713,1796815658.6158926,1810047527.360095,1823965111.6900864,1839041876.4161742,1855032090.342365,1871825578.1591456
3,ATLA_NASH_out,1159118341.8883727,1051577615.041495,1023020314.8469354,1049298015.8145851,1096197525.2150538,1145786344.1911874,1188885093.6566422,1222259591.7927237,1247603269.6071217,1266141758.8094196,1279933284.6530201,1291324073.355981,1301726130.5044847,1312792191.457829,1325501897.210124,1340692450.4884605,1357944242.8438094,1377182861.1042395,1397072257.7410724,1416585035.371133,1435659809.694381,1454278177.3271449,1472185231.0021124,1489481889.7499135
4,CHIC_ECHI_in,3013204442.9690647,2637587848.5592513,2591549879.549919,2690036971.4201245,2830901461.8034563,2960302640.899747,3066173776.802995,3149745973.2771077,3215805062.3645864,3268640313.4501233,3311709798.872514,3347210916.5916266,3376834337.348771,3402041758.714525,3424582849.451717,3445392391.911083,3465652434.096899,3486727798.9359264,3510237994.9724035,3537256413.533488,3568441624.868226,3603934791.4803047,3643494755.556744,3687328666.8200707
5,CHIC_ECHI_out,2504958746.226628,2151359506.3733726,2108905500.1375945,2195982466.536146,2321070382.3522024,2435790029.2116218,2529594945.587,2604669054.2364287,2668137662.8478794,2723856082.1148443,2773476984.2204833,2819086449.530267,2860862957.947193,2898859377.0980716,2934546942.571512,2969601701.833576,3005635822.792575,3044398374.6954246,3086540174.8639655,3134052876.0244484,3187218682.5899806,3246784570.73798,3312031907.1261997,3383380685.441761
6,HOUS_NASH_out,990267561.5160869,911878632.2816883,913946269.0452993,977977740.3703481,1056047034.6201886,1124658155.0704038,1177455122.4836142,1216336604.6458266,1243855490.0882866,1262919123.9959493,1275101496.7842934,1283610622.6280003,1289430358.3049047,1295359070.8333983,1303014609.4600081,1312459358.309958,1323566918.982209,1336588275.263249,1350560024.265292,1365728844.3243408,1381733585.669642,1398213743.2582057,1414749830.202387,1431130178.0680285
7,ELPA_HOUS_in,1237824926.3759274,1130863899.4264867,1138331921.2725217,1225821227.8112853,1327284544.201754,1415349079.1488044,1486074201.6803844,1540059102.8078406,1578980059.468786,1606671039.2938552,1625185040.6357596,1637159907.6946542,1644913485.1999168,1651495722.2697022,1657642701.8141975,1664866753.0078824,1673939177.5546715,1683842154.6480162,1695499842.0185983,1708457435.202335,1723202732.284914,1738317113.3493326,1753925421.0951657,1770153218.9134912
8,EASH_ECHI_in,2737458907.6636777,2354901790.967119,2305897617.3118505,2394623413.770891,2527222508.473889,2648919186.041046,2746777268.705157,2826468018.0534067,2893514155.3234496,2952378195.9689546,3004456821.236696,3051152724.3008237,3093969088.38479,3133310579.82295,3170408066.075113,3207051871.9803166,3244590033.234872,3285437923.3020964,3330560690.7803817,3380960119.6612186,3437914240.9001126,3501159618.6521335,3570468320.627493,3645456034.9039774
9,EASH_ECHI_out,2211468217.9538546,1941958458.8181849,1907249933.485764,1975825700.4153714,2073927976.5026417,2164570427.25986,2238708120.9880943,2296555802.225684,2341748225.0202627,2377820250.5468936,2407042312.3563237,2430741838.2037616,2450238154.974885,2466910498.116675,2481735880.7355905,2495498670.59095,2509202704.3557186,2523493584.2716103,2539550673.688964,2557979722.96274,2579187033.2031856,2603572078.0282936,2630794555.7968836,2661058690.6762557
10,EASH_WASH_in,2644837657.10031,2323217153.122532,2280621946.8976145,2361159687.7537026,2477164760.674698,2585127485.4258366,2673016460.230348,2741904948.9169946,2796557707.0007567,2840619802.2799344,2876918145.073321,2907108812.5145855,2932431064.1580696,2953927119.1700163,2973301809.8938484,2991460800.8926945,3009352954.4462404,3028322548.7866535,3049155899.404904,3072693041.2762117,3099262523.5729575,3129114493.9078455,3162135033.1862555,3198180842.0404963
11,EASH_WASH_out,2440299523.5789094,2083757423.7638028,2036504498.832101,2120446587.7867744,2245834185.9260793,2362021227.0578585,2456281991.719835,2532097017.0444756,2596287552.752525,2652731808.2770133,2702822885.7249136,2747507516.4637856,2787251486.387738,2823960355.916438,2858581712.853535,2892620885.9118853,2927666555.883035,2965300599.940662,3006505614.900366,3052558709.1390185,3104325580.644965,3161862924.386605,3224880754.312577,3294325379.3323083
