,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,ELPA_SUNN_in,697036238295171.5,623246475282312.9,616285107701385.8,652940408876755.1,700585191956790.6,743718713785996.8,777566268240398.9,802174433872794.1,819119735468023.6,830179319094266.6,836954167634176.0,840757123357154.1,842686200311692.8,843636153552171.4,844321694047225.6,845280602094031.0,846881579069997.6,849323303832954.2,852687383886343.2,856956091605717.1,862049837374193.0,867853106549870.4,874247493069418.1,881104263694856.5
1,ELPA_SUNN_out,1771424828.08619,1595792560.3775132,1591462911.6628687,1696247340.375837,1820694874.9415588,1928913892.708194,2013739109.2474365,2077597040.8702128,2124395120.7706306,2157497899.9149384,2179653222.0370154,2193300154.362,2200782381.1534233,2204365482.228046,2206114694.8954206,2207739720.4065228,2210491285.761713,2215141336.5821767,2222039554.368978,2231213996.5550337,2242484772.8075995,2255566400.4321284,2270145126.1100297,2285928667.5754275
2,ATLA_NASH_in,2333394031.563674,2041333478.0115743,2018362437.828566,2122344496.4933054,2255377408.487189,2374301804.679908,2467910129.1312637,2537685552.284198,2588521947.1042757,2625389350.1549845,2652329490.3863635,2672357395.3220954,2687697631.344038,2700050324.290804,2710761804.546148,2720897701.8582897,2731267539.013846,2742443955.7579737,2754793454.856333,2768517864.670706,2783698705.194641,2800335093.7447796,2818372169.086593,2837719505.061015
3,ATLA_NASH_out,1740579603.9695604,1565313849.7548604,1514363331.656615,1542492449.4743552,1597507565.705306,1654269310.751344,1702858367.9367957,1740803986.4127135,1768761875.3015282,1788615964.3893583,1802594849.5830805,1812834328.3364744,1821172064.8991318,1829057537.640366,1837519478.646492,1847175872.62826,1858283770.614259,1870821831.4656188,1884586883.3640335,1899286374.715615,1914612861.3753192,1930294333.9497736,1946120898.1088939,1961951945.2376568
4,CHIC_ECHI_in,4436209243.54888,3894375839.4978213,3846896767.510341,4018938763.611497,4244746531.627799,4447642343.774207,4609024462.5273905,4733484248.264923,4830227122.586047,4906870080.611162,4968515656.627383,5018461623.955432,5059117051.0151205,5092636452.06752,5121193966.449807,5146996123.977993,5172171915.364366,5198637917.458683,5227992761.956269,5261457354.6359215,5299852793.517154,5343614636.248927,5392826307.8468275,5447270036.207372
5,CHIC_ECHI_out,3505617716.2450066,3018261575.233438,2963779225.8272905,3086260658.591202,3254105416.0405855,3406314043.180502,3529127626.410695,3626944657.158342,3706921816.809526,3774348415.4212294,3832361266.4783516,3882802562.39874,3927077617.774807,3966673025.341525,4003321556.39596,4038934166.805533,4075433040.1628184,4114582409.9280953,4157859118.650045,4206378098.417554,4260862108.977673,4321647531.884976,4388714627.512042,4461735937.345113
6,HOUS_NASH_out,1724077928.543135,1547963490.7230191,1527549462.2884707,1606943472.8303852,1712908663.3996725,1809209258.5249088,1884088605.1365538,1937458525.3711598,1973214953.7591085,1995871609.305274,2009380419.388407,2016892287.5441206,2020843641.0635078,2023092784.2865412,2025020167.8825681,2027595100.7220993,2031432717.6029234,2036855234.2720377,2043958610.32737,2052679589.8639355,2062855819.4717307,2074274929.4714792,2086710398.7052476,2099946303.431532
7,ELPA_HOUS_in,1843479489.8627422,1665622563.9828665,1655870372.0284104,1757327142.2567441,1880318365.772194,1988024489.876816,2072366814.9422202,2135289085.8217847,2180593622.333771,2211774296.4364214,2231825385.9453177,2243460803.397929,2249262911.718996,2251660108.5793858,2252791259.615115,2254357176.854359,2257536543.714339,2262990735.2473845,2270942484.698246,2281294558.729137,2293756160.5720825,2307951819.877999,2323501498.9424825,2340070266.3279133
8,EASH_ECHI_in,3842462379.682364,3314914588.3737535,3252509918.4255934,3380593797.2304807,3558586456.6977596,3720812805.633346,3851901377.3727813,3956101303.0903916,4040873934.9950175,4111873559.6145377,4172547717.6450753,4224983839.1638365,4270786634.366324,4311616920.587882,4349367489.433799,4386096268.374194,4423857477.883435,4464527653.030678,4509674636.188517,4560481750.758198,4617717159.513755,4681740920.8080635,4752536187.660519,4829758747.95863
9,EASH_ECHI_out,3272451515.312422,2880172360.5140944,2843960152.199,2966202590.2959194,3127804259.9832687,3273417761.486148,3389277195.433292,3478407082.763167,3547310857.887605,3601475185.3402405,3644653888.1766915,3679330416.1661463,3707341805.8380656,3730312175.9079537,3749842131.8846455,3767520228.3643627,3784852206.4068446,3803175299.4063053,3823593523.3419685,3846941474.8073497,3873776026.14203,3904387669.5075574,3938826159.8661914,3976935230.63352
10,EASH_WASH_in,3921378088.292938,3451387625.1329737,3404846557.530716,3545872736.9034576,3734376442.155472,3904758319.8426948,4040450763.6978283,4144855935.0366735,4225606249.8918157,4289191229.581263,4340062577.423639,4381155822.182061,4414620554.361047,4442338258.427318,4466152984.922461,4487894163.664608,4509298463.383563,4531910361.950253,4557006570.162637,4585554606.545289,4618199380.739809,4655276997.0460005,4696843318.681368,4742713407.248357
11,EASH_WASH_out,3395822775.708059,2915346365.194947,2858907011.610055,2977652179.805892,3141978212.255714,3291648313.984223,3412966383.524871,3510098625.689564,3589924542.387634,3657506005.700323,3715812972.958535,3766569521.2609797,3811094750.306675,3850809416.249968,3887394415.797708,3922720236.6759996,3958680708.6173854,3997023324.8883266,4039221658.1651917,4086398037.5745225,4139292987.217609,4198267507.272774,4263331828.584384,4334191087.181838
