,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,SDEV
0,ELPA_SUNN_in,0.023894474,0.022157972,0.022317277,0.024245679,0.026466527,0.028424266,0.029997211,0.03120186,0.032068998,0.032643121,0.033001462,0.033232508,0.033386141,0.033509572,0.033654209,0.033873727,0.034143982,0.034483257,0.034905105,0.035393724,0.035928341,0.036492333,0.037051898,0.0376069,0.004655851
1,ELPA_SUNN_out,20.53695657,18.71219389,18.81767218,20.08075332,21.72530943,23.31659386,24.69303644,25.82385315,26.71947179,27.41652585,27.95187508,28.40145297,28.80896884,29.20243176,29.62333568,30.07956123,30.57488313,31.13003516,31.71561897,32.32781332,32.93625085,33.53661842,34.11335289,34.66198547,4.931992744
2,ATLA_NASH_in,15.033867,13.82823444,14.28625103,15.44685893,16.78096335,17.96198036,18.91962202,19.6586665,20.19735411,20.58208127,20.87717446,21.11105182,21.31702785,21.52549892,21.7541497,22.01647242,22.3046444,22.61124298,22.93521874,23.25882796,23.57654774,23.89459707,24.20239665,24.49785803,3.228047819
3,ATLA_NASH_out,21.68846306,20.09496087,19.68352567,20.10591212,21.01308377,22.11776752,23.17418757,24.06458539,24.79237205,25.36880138,25.84260666,26.28633552,26.75165043,27.28317655,27.89016902,28.59150377,29.37130959,30.20162315,31.03477383,31.8410232,32.61280301,33.3485831,34.03922845,34.68908076,4.696191605
4,CHIC_ECHI_in,26.29831728,25.67708205,27.13995364,28.68140227,30.1044146,31.22095644,32.02785686,32.61439471,33.08759727,33.5342782,34.00951344,34.53691115,35.12607271,35.75509256,36.41859993,37.0937478,37.7677665,38.43989325,39.11941623,39.79313921,40.46316568,41.12655664,41.78112667,42.42420835,4.923925893
5,CHIC_ECHI_out,14.92101517,13.57207621,13.79292664,14.52747521,15.41007148,16.19330005,16.80801432,17.26628847,17.62383477,17.92751427,18.20042677,18.46099469,18.73565599,19.00229628,19.26608285,19.53244813,19.80687608,20.09554608,20.39966681,20.72736123,21.07870368,21.45663513,21.85706999,22.28167559,2.555068173
6,HOUS_NASH_out,33.96380628,31.70257199,31.76362126,33.29108933,35.47992027,37.66463151,39.52119686,41.02188912,42.19572567,43.11341,43.82150539,44.46635279,45.08894981,45.8100037,46.67157554,47.63519439,48.67614318,49.79092444,50.92511123,52.08230861,53.22851762,54.33536094,55.38098482,56.36137428,7.597081712
7,ELPA_HOUS_in,24.63699633,21.93554089,21.93500754,23.22808677,25.0229509,26.79740068,28.36671978,29.6405952,30.61780838,31.38553643,32.00279012,32.55398572,33.08635804,33.66987752,34.30061789,35.00584773,35.78791241,36.59672101,37.4311158,38.26710588,39.11423569,39.92932908,40.70458878,41.44850663,6.009777601
8,EASH_ECHI_in,11.85986853,10.37544636,10.08362201,10.3422273,10.83169239,11.31810345,11.72414567,12.05710028,12.3316455,12.56518581,12.76491914,12.94000628,13.099287,13.2447024,13.38129866,13.51609358,13.6539509,13.80478594,13.97175516,14.15926588,14.37317886,14.6119762,14.87470191,15.16012594,1.474210302
9,EASH_ECHI_out,14.30105442,12.7782212,12.43362365,12.68945469,13.19447299,13.72061559,14.18268688,14.54840642,14.82815505,15.04374498,15.21102384,15.34137468,15.44556786,15.53444605,15.61399575,15.68734417,15.75912989,15.83122721,15.91054914,16.00030499,16.10305547,16.2216653,16.35348272,16.5004644,1.224913842
10,EASH_WASH_in,17.55973735,16.00706245,15.93125616,16.4622457,17.22721762,17.96924461,18.5833901,19.05651365,19.41273473,19.68213347,19.89791123,20.08466207,20.25221386,20.40940122,20.56250234,20.71396029,20.8660778,21.02311241,21.18725588,21.36451631,21.55267253,21.75215349,21.96164622,22.18029486,1.905134531
11,EASH_WASH_out,12.64148887,11.03503034,10.81515782,11.22391791,11.88358403,12.52873251,13.0622466,13.48304649,13.82141286,14.10514921,14.35151167,14.57072593,14.76906966,14.9574656,15.14109576,15.3258793,15.51534534,15.71521879,15.92868081,16.16222093,16.41785765,16.69735031,16.99810306,17.32662316,1.924141427
,,,,,,,,,,,,,,,,,,,,,,,,,AVE,3.372928458
